tweet_id,keyword
1059769430337617920,circulacia?³n
1059769430337617920,paradas
1059769430337617920,estaciones
1059769430337617920,operacia?³n
1059769430337617920,atencia?³n
1059769430337617920,usuarios
1059769430337617920,cambios
1058792270068101120,transmilenio
1059922449976999941,transmilenio
1059922449976999941,exclusivoblu
1059834561885073408,pendejada
1059834561885073408,transmilenio
1059834561885073408,alcalde
1059834561885073408,bluradioco
1059834561885073408,pantomima
1059834561885073408,ratas
1059789804349648896,idubogota
1059789804349648896,bocarejo
1059789804349648896,sectormovilidad
1059789804349648896,jp
1059789804349648896,vendio
1059789804349648896,canalcapital
1059789804349648896,enriquepenalosa
1059789804349648896,buses
1059789804349648896,volvo
1059789804349648896,unicos
1059789804349648896,transmilenio
1059807960510148608,transmilenio
1059807960510148608,bogota
1059807960510148608,poder
1059807960510148608,usuarios
1059807960510148608,sistema
1059807960510148608,enriquepenalosa
1059807960510148608,fe
1059940735095582720,bocarejo
1059940735095582720,jp
1059940735095582720,enriquepenalosa
1059940735095582720,bogota
1059940735095582720,transmilenio
1059636443965018112,hassnassar
1059636443965018112,transmilenio
1059920443983900672,diasderadio
1059920443983900672,clases
1059920443983900672,caravanaradionicabogota
1059920443983900672,sitp
1059920443983900672,a?©sto
1059690893710626817,cuchiwolff
1059690893710626817,transmilenio
1059690893710626817,primero
1059798133503336451,bogota
1059442733201457158,investigacia?³n
1059442733201457158,personera?­a
1059948012959608833,anarqua?­a
1059948012959608833,homenaje
1059948012959608833,transmilenio
1059948012959608833,irrespeto
1059948012959608833,migueluribet
1059948012959608833,grosera?­a
1059948012959608833,personas
1059948012959608833,servicio
1059939748851208192,chechomorales91
1059939748851208192,bogota
1059939748851208192,transmilenio
1059939748851208192,enriquepenalosa
1059827065711661056,bocarejo
1059827065711661056,jp
1059827065711661056,enriquepenalosa
1059827065711661056,bogota
1059827065711661056,transmilenio
1059827065711661056,sectormovilidad
1059827065711661056,petro
1059899383997743104,bogotalogica
1059899383997743104,transmilenio
1059899383997743104,eltiempo
1059891187245559808,pea?±alosa
1059891187245559808,fiscaliacol
1059891187245559808,pgn
1059891187245559808,enriquepenalosa
1059891187245559808,secuaces
1059522262393647104,adjudicacia?³n
1059522262393647104,operacia?³n
1059522262393647104,busesnuevosentransmi
1059936011852111873,mapa
1059936011852111873,brechas
1059936011852111873,sitp
1059936011852111873,altos
1059936011852111873,transmilenio
1059936011852111873,bogota?¡
1059936011852111873,segregacia?³n
1058568712096305152,filtros
1058568712096305152,obligacion
1058568712096305152,mejoramiento
1058568712096305152,concejo
1058568712096305152,transmilenio
1058568712096305152,emisiones
1058568712096305152,maferojas
1059824654850899970,minambienteco
1059824654850899970,transmilenio
1059824654850899970,culpa
1059824654850899970,manos
1059115220126388225,jopos
